Name	latitude	longitude	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Note	Date	Year	Alpinist	Guide	Expedition_members	Reference	altitude_span	altitude	SOIUSA	SOIUSA_Grande_Parte	SOIUSA_Grande_Settore	SOIUSA_Sezione	SOIUSA_Sottosezione	SOIUSA_Supergruppo	SOIUSA_Gruppo	SOIUSA_Sottogruppo	SOIUSA_Codice
Monte Terza Grande	46.5269	12.6217	FALSE				First absolute ascent		25 settembre 1878	1878	Santo Siorpaes, Maurice Holzmann		Santo Siorpaes, Maurice Holzmann		2500	2586	Alpi Orientali > Alpi Sud-orientali > Alpi Carniche e della Gail > Alpi Carniche > Alpi Tolmezzine Occidentali > Dolomiti Pesarine > Gruppo delle Terze	Alpi Orientali	Alpi Sud-orientali	Alpi Carniche e della Gail	Alpi Carniche	Alpi Tolmezzine Occidentali	Dolomiti Pesarine	Gruppo delle Terze	II/C-33.I-C.7.c
Zinalrothorn	46.064722	7.69	FALSE				First absolute ascent		22 agosto 1864	1864	Leslie Stephen, Florence Crauford Grove	Jakob Anderegg, Melchior Anderegg	Leslie Stephen, Florence Crauford Grove, Jakob Anderegg, Melchior Anderegg		4000	4221	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Weisshorn-Zinalrothorn > Gruppo Obergabelhorn-Zinalrothorn > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Weisshorn-Zinalrothorn	Gruppo Obergabelhorn-Zinalrothorn		I/B-9.II-D.7
Ago di Sciora	46.3016	9.62599	FALSE				First absolute ascent		04/06/1893	1893	Anton von Rydzewski	C. Klucker, Émile Rey	Anton von Rydzewski, C. Klucker, Émile Rey		3000	3205	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Monti della Val Bregaglia > Gruppo del Castello > Costiera Sciora-Cacciabella	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Monti della Val Bregaglia	Gruppo del Castello	Costiera Sciora-Cacciabella	II/A-15.III-B.3.d
Aiguille d'Argentière	45.960417	7.019556	FALSE				First absolute ascent		15/07/1864	1864	Edward Whymper, Anthony Adams Reilly	Michel Croz, Michel-Clément Payot, Henri Charlet	Edward Whymper, Anthony Adams Reilly, Michel Croz, Michel-Clément Payot, Henri Charlet		3500	3898	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio Dolent-Argentière-Trient > Catena Dolent-Tour Noir-Argentière > Gruppo d'Argentière	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio Dolent-Argentière-Trient	Catena Dolent-Tour Noir-Argentière	Gruppo d'Argentière	I/B-7.V-C.6.c
Aiguille de la Bérangère	45.8034	6.7786	FALSE				First absolute ascent		agosto 1858	1858	Théodore Hare	Delphin Fournereaux	Théodore Hare, Delphin Fournereaux	Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	3000	3425	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio di Trélatête > Catena Trélatête-Dômes de Miage > Gruppo dei Dômes de Miage	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio di Trélatête	Catena Trélatête-Dômes de Miage	Gruppo dei Dômes de Miage	I/B-7.V-A.1.c/b
Aiguille de Rochefort	45.861782	6.957557	FALSE				First absolute ascent		14 agosto1873	1873	James Eccles	Alphons Payot, Michel-Clément Payot	James Eccles, Alphons Payot, Michel-Clément Payot	Renato Chabod, Lorenzo Grivel, Silvio Saglio e Gino Buscaini, Monte Bianco, vol. II, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1968.	4000	4001	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo di Rochefort	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo di Rochefort	I/B-7.V-B.4.a/b
Aiguille Verte	45.933056	6.716389	FALSE				First absolute ascent		29/06/1865	1865	Edward Whymper, Christian Almer, Franz Biner		Edward Whymper, Christian Almer, Franz Biner		4000	4121	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena dell'Aiguille Verte > Gruppo Aiguille Verte-Aiguilles du Dru	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena dell'Aiguille Verte	Gruppo Aiguille Verte-Aiguilles du Dru	I/B-7.V-B.5.c/a
Ankogel	47.051111	13.248611	FALSE				First absolute ascent		1742	1742					3000	3252	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alti Tauri > Gruppo dell'Ankogel > Gruppo dell'Ankogel p.d. > Catena principale dell'Ankogel	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alti Tauri	Gruppo dell'Ankogel	Gruppo dell'Ankogel p.d.	Catena principale dell'Ankogel	II/A-17.II-F.13.a
Bietschhorn	46.390833	7.850556	FALSE				First absolute ascent		13 agosto 1859	1859					3500	3934	Alpi Occidentali > Alpi Nord-occidentali > Alpi bernesi > Alpi bernesiin senso stretto > Catena Aletschhorn-Bietschhorn > Gruppo del Bietschhorn > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi bernesi	Alpi bernesiin senso stretto	Catena Aletschhorn-Bietschhorn	Gruppo del Bietschhorn		I/B-12.II-E.14
Bifertenstock	46.804366	8.957613	FALSE				First absolute ascent		7 settembre1863	1863					3000	3421	Alpi Occidentali > Alpi Nord-occidentali > Alpi Glaronesi > Alpi Glaronesiin senso stretto > Catena Tödi-Hausstock > Gruppo del Muttsee > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Glaronesi	Alpi Glaronesiin senso stretto	Catena Tödi-Hausstock	Gruppo del Muttsee		I/B-13.II-A.2
Bric Bucie	44.823	7.024	FALSE				First absolute ascent		1876	1876					2500	2997	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monginevro > Catena Bucie-Grand Queyron-Orsiera > Gruppo Bucie-Cornour > Gruppo del Bric Bucie	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monginevro	Catena Bucie-Grand Queyron-Orsiera	Gruppo Bucie-Cornour	Gruppo del Bric Bucie	I/A-4.II-1-A.1.a
Campo Tencia	46.440556	8.709444	FALSE				First absolute ascent		1867	1867	Gottlieb Samuel Studer, Wilhelm Lindt, F. Aebi	Peter Sulzere, Caveng	Gottlieb Samuel Studer, Wilhelm Lindt, F. Aebi, Peter Sulzere, Caveng		3000	3071	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi Ticinesi e del Verbano > Catena Campo Tencia-Zucchero-Madone Grosso > Gruppo del Campo Tencia i.s.a. > Gruppo del Pizzo Campo Tencia	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi Ticinesi e del Verbano	Catena Campo Tencia-Zucchero-Madone Grosso	Gruppo del Campo Tencia i.s.a.	Gruppo del Pizzo Campo Tencia	I/B-10.II-D.9.c
Cima di Nasta	44.166537	7.305393	FALSE				First absolute ascent		1878	1878	Douglas William Freshfield		Douglas William Freshfield		3000	3108	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Catena Argentera-Pépoiri-Matto > Gruppo di Brocan > Catena Ghiliè-Brocan-Nasta	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Catena Argentera-Pépoiri-Matto	Gruppo di Brocan	Catena Ghiliè-Brocan-Nasta	I/A-2.I-B.5.b/d
Cima Piazzi	46.417695	10.285521	FALSE				First absolute ascent		21 agosto 1867	1867	Johann Jacob Weilenmann, Franz Pöll, Santo Romani		Johann Jacob Weilenmann, Franz Pöll, Santo Romani		3000	3440	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi di Livigno > Catena Piazzi-Paradisino > Gruppo dei Piazzi > 	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi di Livigno	Catena Piazzi-Paradisino	Gruppo dei Piazzi		
Crast' Agüzza	46.370394	9.917085	FALSE				First absolute ascent		17 luglio 1865	1865	Johann Jacob Weilenmann, Josef Anton Specht, Franz Pöll e Jakob Pfitschner	per la creata ovest	Johann Jacob Weilenmann, Josef Anton Specht, Franz Pöll e Jakob Pfitschner, per la creata ovest		3500	3870	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Sottogruppo dello Zupò	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Sottogruppo dello Zupò	II/A-15.III-A.1.d
Fluchthorn (Alpi Retiche occidentali)	46.893056	10.226944	FALSE				First absolute ascent		1862	1862	Johann Jakob Weilenmann, Franz Pöll		Johann Jakob Weilenmann, Franz Pöll		3000	3397	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Silvretta, del Samnaun e del Verwall > Gruppo del Silvretta > Catena Fluchthorn-Paraid Naira > Gruppo del Fluchthorn	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Silvretta, del Samnaun e del Verwall	Gruppo del Silvretta	Catena Fluchthorn-Paraid Naira	Gruppo del Fluchthorn	II/A-15.VI-A.4.a
Grand Cornier	46.052111	7.611722	FALSE				First absolute ascent		16/06/1865	1865	Edward Whymper, Christian Almer, Michel Croz, Franz Biner		Edward Whymper, Christian Almer, Michel Croz, Franz Biner		3500	3962	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Dent Blanche-Grand Cornier > Gruppo del Grand Cornier > Catena Grand Cornier-Pigne de la Lé	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Dent Blanche-Grand Cornier	Gruppo del Grand Cornier	Catena Grand Cornier-Pigne de la Lé	I/B-9.II-C.6.a
La Ruinette	45.979111	7.400361	FALSE				First absolute ascent		6 luglio1865	1865	Edward Whymper	Christian Almer, Franz Biner	Edward Whymper, Christian Almer, Franz Biner		3500	3875	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Arolla-Cheilon-Pleureur > Gruppo Arolla-Cheilon-Ruinette > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Arolla-Cheilon-Pleureur	Gruppo Arolla-Cheilon-Ruinette		I/B-9.I-D.8
Lasörling	46.976036	12.355363	FALSE				First absolute ascent		1861	1861	Karl von Sonklar		Karl von Sonklar		3000	3098	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alti Tauri > Gruppo del Venediger > Gruppo del Lasörling > Catena del Lasörling	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alti Tauri	Gruppo del Venediger	Gruppo del Lasörling	Catena del Lasörling	II/A-17.II-A.3.b
Mont Blanc de Cheilon	45.993083	7.417139	FALSE				First absolute ascent		11 settembre 1865	1865	Johann Jakob Weilenmann, Justin Felley		Johann Jakob Weilenmann, Justin Felley		3500	3870	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Arolla-Cheilon-Pleureur > Gruppo Arolla-Cheilon-Ruinette > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Arolla-Cheilon-Pleureur	Gruppo Arolla-Cheilon-Ruinette		I/B-9.I-D.8
Mont Pourri	45.528479	6.85976	FALSE				First absolute ascent		4 ottobre1861	1861	Michel Croz		Michel Croz		3500	3779	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi della Vanoise e del Grand Arc > Massiccio del Monte Pourri > Gruppo del Monte Pourri > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi della Vanoise e del Grand Arc	Massiccio del Monte Pourri	Gruppo del Monte Pourri		I/B-7.II-C.7
Monte Caplone	45.802077	10.641274	FALSE				First absolute ascent		12/04/1903	1903	Hans Reinl	torrione a Cima Büs de Balì	Hans Reinl, torrione a Cima Büs de Balì		1500	1976	Alpi Orientali > Alpi Sud-orientali > Prealpi Bresciane e Gardesane > Prealpi Gardesane > Prealpi Gardesane Sud-occidentali > Gruppo del Caplone > II/C-30.II-B.4	Alpi Orientali	Alpi Sud-orientali	Prealpi Bresciane e Gardesane	Prealpi Gardesane	Prealpi Gardesane Sud-occidentali	Gruppo del Caplone	II/C-30.II-B.4	
Palla Bianca	46.797722	10.726083	FALSE				First absolute ascent		1850	1850	Josef Anton Specht, Leander Klotz e Nicodem Klotz		Josef Anton Specht, Leander Klotz e Nicodem Klotz		3500	3736	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi Venoste > Alpi Venoste Orientali > Gruppo della Palla Bianca > Nodo della Palla Bianca	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi Venoste	Alpi Venoste Orientali	Gruppo della Palla Bianca	Nodo della Palla Bianca	II/A-16.I-A.2.e
Parseierspitze	47.174266	10.478226	FALSE				First absolute ascent		1869	1869	Joseph Anton Specht, Peter Siess		Joseph Anton Specht, Peter Siess		3000	3036	Alpi orientali > Alpi Nord-orientali > Alpi calcaree nordtirolesi > Alpi della Lechtal > Catena del Parseier > Catena Parseierspitze-Leiterspitze > Gruppo del Parseier	Alpi orientali	Alpi Nord-orientali	Alpi calcaree nordtirolesi	Alpi della Lechtal	Catena del Parseier	Catena Parseierspitze-Leiterspitze	Gruppo del Parseier	II/B-21.I-A.3.a/a
Piz Bacun	46.342111	9.682167	FALSE				First absolute ascent		1883	1883	Theodor Curtius, Christian Klucker, Johann Eggenberger		Theodor Curtius, Christian Klucker, Johann Eggenberger		3000	3244	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Monti della Val Bregaglia > Gruppo del Castello > Catena Cima di Castello-Piz Bacun	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Monti della Val Bregaglia	Gruppo del Castello	Catena Cima di Castello-Piz Bacun	II/A-15.III-B.3.b
Piz Buin	46.84412	10.11889	FALSE				First absolute ascent		1865	1865	Josef Anton Specht, Johann Jacob Weilenmann		Josef Anton Specht, Johann Jacob Weilenmann		3000	3312	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Silvretta, del Samnaun e del Verwall > Gruppo del Silvretta > Catena Silvrettahorn-Piz Buin-Augstenberg > Gruppo Buin-Fliana	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Silvretta, del Samnaun e del Verwall	Gruppo del Silvretta	Catena Silvrettahorn-Piz Buin-Augstenberg	Gruppo Buin-Fliana	II/A-15.VI-A.2.b/a
Pizzi Gemelli	46.2934	9.61117	FALSE				First absolute ascent		9 giugno 1892	1892	Anton von Rydzewski	Mansueto Barbaria, Christian Klucker	Anton von Rydzewski, Mansueto Barbaria, Christian Klucker		3000	3262	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Monti della Val Bregaglia > Gruppo del Castello > Catena Pizzo Badile-Pizzo Cengalo	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Monti della Val Bregaglia	Gruppo del Castello	Catena Pizzo Badile-Pizzo Cengalo	II/A-15.III-B.3.e
Punta Sulè	45.231	7.137	FALSE				First absolute ascent		16 agosto 1880	1880	Filippo Vallino		Filippo Vallino	G.Berutto, Valli di Lanzo e Moncenisio, Istituto Geografico Centrale, 1996.	3000	3384	Alpi Occidentali > Alpi Sud-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Arnas-Ciamarella > Gruppo Autaret-Ovarda > Cresta Autaret-Lera-Arnas	Alpi Occidentali	Alpi Sud-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Arnas-Ciamarella	Gruppo Autaret-Ovarda	Cresta Autaret-Lera-Arnas	I/B-7.I-B.4.a
Punta Whymper	45.869014	6.985109	FALSE				First absolute ascent		24 giugno 1865	1865	Edward Whymper	Michel Croz, Christian Almer, Franz Biner	Edward Whymper, Michel Croz, Christian Almer, Franz Biner		4000	4184	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Catena Rochefort-Grandes Jorasses-Leschaux > Gruppo delle Grandes Jorasses	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Catena Rochefort-Grandes Jorasses-Leschaux	Gruppo delle Grandes Jorasses	I/B-7.V-B.4.b
Sciora di Fuori	46.304243	9.62779	FALSE				First absolute ascent		6 luglio 1892	1892	Anton von Rydzewski	Mansueto Barbaria, Christian Klucker	Anton von Rydzewski, Mansueto Barbaria, Christian Klucker		3000	3169	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Monti della Val Bregaglia > Gruppo del Castello > Costiera Sciora-Cacciabella	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Monti della Val Bregaglia	Gruppo del Castello	Costiera Sciora-Cacciabella	II/A-15.III-B.3.d
Sustenhorn	46.699222	8.454639	FALSE				First absolute ascent		7 agosto 1841	1841	Gottlieb Samuel Studer		Gottlieb Samuel Studer		3500	3503	Alpi Occidentali > Alpi Nord-occidentali > Alpi Bernesi > Alpi Urane > Catena del Dammastock-Sustenhorn > Gruppo del Sustenhorn > Catena Sustenhorn-Berseeschijen	Alpi Occidentali	Alpi Nord-occidentali	Alpi Bernesi	Alpi Urane	Catena del Dammastock-Sustenhorn	Gruppo del Sustenhorn	Catena Sustenhorn-Berseeschijen	I/B-12.I-A.2.a
Wildhorn	46.354508	7.360725	FALSE				First absolute ascent		settembre 1843	1843	Gottlieb Samuel Studer		Gottlieb Samuel Studer		3000	3248	Alpi Occidentali > Alpi Nord-occidentali > Alpi Bernesi > Alpi Bernesiin senso stretto > Catena Wildhorn-Wildstrubel > Gruppo del Wildhorn > 	Alpi Occidentali	Alpi Nord-occidentali	Alpi Bernesi	Alpi Bernesiin senso stretto	Catena Wildhorn-Wildstrubel	Gruppo del Wildhorn		I/B-12.II-F.16
Grand Nomenon	45.610931	7.236239	FALSE				First absolute ascent		25/06/1877	1877	Felice Montaldo, Antonio Boggiatto, Antonio Castagneri		Felice Montaldo, Antonio Boggiatto, Antonio Castagneri		3000	3488	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Grivola-Gran Serra > Massiccio della Grivola	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Grivola-Gran Serra	Massiccio della Grivola	I/B-7.IV-A.3.b
Adula	46.4936	9.04	FALSE				First absolute ascent		01/06/1789	1789	Placidus a Spescha		Placidus a Spescha		3000	3402	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi dell'Adula > Gruppo dell'Adula > Gruppo dell'Adulain senso stretto > Catena centrale dell'Adula	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi dell'Adula	Gruppo dell'Adula	Gruppo dell'Adulain senso stretto	Catena centrale dell'Adula	I/B-10.III-B.3.a
Angerstein	47.51249	13.4899	FALSE				First absolute ascent		28 ottobre 1888	1888	Ludwig Purtscheller		Ludwig Purtscheller		2000	2100	Alpi Orientali > Alpi Nord-orientali > Alpi Settentrionali Salisburghesi > Monti del Dachstein > Gruppo del Gosau >  > 	Alpi Orientali	Alpi Nord-orientali	Alpi Settentrionali Salisburghesi	Monti del Dachstein	Gruppo del Gosau			II/B-25.I
Becco Alto d'Ischiator	44.28014	6.99593	FALSE				First absolute ascent		28 giugno1890	1890	Ludwig Purtscheller		Ludwig Purtscheller		2500	2998	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Catena Corborant-Tenibres-Enciastraia > Gruppo del Tenibres > Gruppo dell'Ischiator	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Catena Corborant-Tenibres-Enciastraia	Gruppo del Tenibres	Gruppo dell'Ischiator	I/A-2.I-C.11.a/a
Cima di Valmora (E)	45.931111	9.842222	FALSE				First absolute ascent		1948	1948	Leone Pellicioli		Leone Pellicioli		2000	2198	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Bergamasche > Prealpi Bergamasche > Prealpi Bergamasche Centrali > Gruppo Arera-Menna > Gruppo dell'Arera	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Bergamasche	Prealpi Bergamasche	Prealpi Bergamasche Centrali	Gruppo Arera-Menna	Gruppo dell'Arera	II/C-29.II-B.5.a
Flachkogel Niederer	47.49991	13.49983	FALSE				First absolute ascent		28/10/1888	1888	Ludwig Purtscheller		Ludwig Purtscheller		2000	2195	Alpi Orientali > Alpi Nord-orientali > Alpi Settentrionali Salisburghesi > Monti del Dachstein >  > Gosaukamm > 	Alpi Orientali	Alpi Nord-orientali	Alpi Settentrionali Salisburghesi	Monti del Dachstein		Gosaukamm		II/B-25.I
Grande Roise	45.67452	7.42367	FALSE				First absolute ascent		17 luglio 1875[1]	5[1]	Albin Lucat, Angelo Decaroli, Jean-Antoine Carrel		Albin Lucat, Angelo Decaroli, Jean-Antoine Carrel		3000	3357	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Catena Emilius-Tersiva > Gruppo dell'Emilius > Nodo del Monte Emilius	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Catena Emilius-Tersiva	Gruppo dell'Emilius	Nodo del Monte Emilius	I/B-7.IV-C.9.a
Jôf Fuârt	46.43062	13.49128	FALSE				First absolute ascent		1891	1891	Julius Kugy		Julius Kugy		2500	2666	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Giulie > Alpi Giulie > Catena Jôf Fuart-Montasio > Gruppo del Jôf Fuart > Sottogruppo del Jôf Fuart	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Giulie	Alpi Giulie	Catena Jôf Fuart-Montasio	Gruppo del Jôf Fuart	Sottogruppo del Jôf Fuart	II/C-34.I-A.1.a
Kanjavec	46.360109	13.810716	FALSE				First absolute ascent		18 agosto1877	1877	Julius Kugy		Julius Kugy		2500	2569	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Giulie > Alpi Giulie > Catena del Tricorno > Gruppo del Tricorno > Nodo del Tricorno	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Giulie	Alpi Giulie	Catena del Tricorno	Gruppo del Tricorno	Nodo del Tricorno	II/C-34.I-E.8.a
Monte Coglians	46.607	12.888	FALSE				First absolute ascent		30 settembre1865	1865	Paul Grohmann		Paul Grohmann		2500	2780	Alpi Orientali > Alpi Sud-orientali > Alpi Carniche e della Gail > Alpi Carniche > Catena Carnica Occidentale > Cresta Coglians-Mooskofel > Massiccio del Coglians	Alpi Orientali	Alpi Sud-orientali	Alpi Carniche e della Gail	Alpi Carniche	Catena Carnica Occidentale	Cresta Coglians-Mooskofel	Massiccio del Coglians	II/C-33.I-A.4.a
Piz Terri	46.599998	9.033959	FALSE				First absolute ascent		1798	1798	Placidus a Spescha		Placidus a Spescha		3000	3149	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi dell'Adula > Catena Medel-Terri > Gruppo Terri-Cavel > Gruppo del Terri	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi dell'Adula	Catena Medel-Terri	Gruppo Terri-Cavel	Gruppo del Terri	I/B-10.III-A.2.a
